order_id,order_date,city,device_type,traffic_source,payment_method,website_visitors,added_to_cart,started_checkout,payment_success,order_value
347,2026-01-30,Amman,Desktop,Instagram,Card,5,1,1,1,57.3
348,2026-01-27,Aqaba,Desktop,Organic,Card,5,0,0,0,0.0
349,2026-02-05,Zarqa,Desktop,Organic,Wallet,1,1,1,1,27.72
350,2026-01-13,Aqaba,Mobile,Paid Ads,Cash,5,1,1,1,36.23
351,2026-02-03,Aqaba,Desktop,Instagram,Cash,3,0,0,0,0.0
352,2026-02-04,Irbid,Mobile,Paid Ads,Cash,2,1,1,1,37.16
353,2026-03-01,Irbid,Desktop,Instagram,Cash,3,1,1,0,0.0
354,2026-02-03,Amman,Mobile,Instagram,Card,1,1,1,1,43.76
355,2026-01-12,Aqaba,Mobile,Instagram,Cash,2,0,0,0,0.0
356,2026-01-23,Aqaba,Mobile,Organic,Cash,1,0,0,0,0.0
357,2026-01-14,Irbid,Desktop,Instagram,Wallet,2,1,1,1,17.23
358,2026-03-22,Amman,Mobile,Paid Ads,Wallet,1,1,1,0,0.0
359,2026-02-26,Aqaba,Mobile,Paid Ads,Wallet,2,1,1,1,11.74
360,2026-02-25,Irbid,Desktop,Instagram,Cash,4,1,1,1,24.47
361,2026-01-20,Aqaba,Mobile,Organic,Cash,1,1,1,1,32.44
362,2026-02-19,Amman,Desktop,Instagram,Cash,2,1,1,1,18.7
363,2026-03-11,Amman,Desktop,Email,Card,4,1,1,1,19.87
364,2026-01-04,Zarqa,Mobile,Paid Ads,Card,3,1,0,0,0.0
365,2026-02-01,Irbid,Desktop,Instagram,Card,2,1,1,1,8.07
366,2026-01-23,Amman,Desktop,Email,Wallet,2,1,1,1,55.27
367,2026-01-19,Aqaba,Desktop,Paid Ads,Cash,5,0,0,0,0.0
368,2026-01-05,Zarqa,Mobile,Paid Ads,Cash,1,1,1,1,31.29
369,2026-01-23,Amman,Desktop,Organic,Cash,3,1,1,1,12.79
370,2026-03-26,Aqaba,Desktop,Instagram,Card,4,1,1,1,58.67
371,2026-03-13,Irbid,Mobile,TikTok,Cash,5,0,0,0,0.0
372,2026-03-30,Aqaba,Mobile,Paid Ads,Wallet,3,1,1,0,0.0
373,2026-02-10,Amman,Mobile,Instagram,Cash,5,1,1,1,12.74
374,2026-01-22,Zarqa,Desktop,Organic,Cash,1,0,0,0,0.0
375,2026-01-27,Amman,Desktop,TikTok,Wallet,2,1,1,1,44.62
376,2026-02-23,Aqaba,Desktop,Instagram,Wallet,2,0,0,0,0.0
377,2026-02-18,Irbid,Mobile,TikTok,Card,1,0,0,0,0.0
378,2026-01-05,Aqaba,Mobile,Organic,Wallet,3,1,1,1,23.8
379,2026-01-12,Irbid,Desktop,Paid Ads,Card,3,1,1,1,6.7
380,2026-01-13,Zarqa,Desktop,Instagram,Card,3,1,1,1,44.71
381,2026-01-13,Amman,Desktop,Organic,Cash,1,1,1,1,8.0
382,2026-03-26,Amman,Desktop,Organic,Cash,5,1,1,1,40.1
383,2026-02-20,Irbid,Desktop,TikTok,Cash,4,1,1,1,34.93
384,2026-01-24,Amman,Mobile,Organic,Card,4,1,1,1,51.04
385,2026-03-27,Aqaba,Mobile,Email,Card,3,0,0,0,0.0
386,2026-02-19,Irbid,Desktop,Instagram,Card,5,1,1,1,31.12
387,2026-02-20,Irbid,Mobile,TikTok,Card,1,1,0,0,0.0
388,2026-01-22,Irbid,Mobile,TikTok,Card,2,0,0,0,0.0
389,2026-03-29,Zarqa,Mobile,Organic,Cash,4,1,1,1,37.73
390,2026-03-13,Amman,Desktop,Organic,Cash,4,1,1,1,55.44
391,2026-01-20,Amman,Mobile,Email,Card,2,1,1,0,0.0
392,2026-02-06,Aqaba,Desktop,TikTok,Wallet,5,0,0,0,0.0
393,2026-03-04,Aqaba,Mobile,TikTok,Cash,5,1,1,1,12.91
394,2026-03-30,Zarqa,Desktop,Instagram,Cash,2,1,1,1,25.48
395,2026-03-04,Irbid,Mobile,Instagram,Wallet,1,0,0,0,0.0
396,2026-02-26,Irbid,Desktop,TikTok,Wallet,3,1,1,1,15.34
397,2026-02-17,Irbid,Mobile,Paid Ads,Card,1,1,1,1,32.87
398,2026-01-26,Zarqa,Desktop,TikTok,Wallet,1,1,1,1,43.75
399,2026-02-20,Aqaba,Desktop,Instagram,Card,1,1,1,1,29.54
400,2026-02-03,Irbid,Mobile,Paid Ads,Wallet,1,1,1,1,36.47
401,2026-01-27,Amman,Desktop,Paid Ads,Wallet,3,1,1,1,58.19
402,2026-01-23,Irbid,Desktop,Email,Cash,5,0,0,0,0.0
403,2026-03-24,Aqaba,Desktop,Email,Wallet,3,1,1,1,18.86
404,2026-02-20,Zarqa,Desktop,Instagram,Wallet,5,1,1,1,51.38
405,2026-01-14,Zarqa,Desktop,Instagram,Wallet,4,1,0,0,0.0
406,2026-03-25,Aqaba,Desktop,Paid Ads,Wallet,3,1,1,1,8.12
407,2026-01-04,Zarqa,Desktop,TikTok,Cash,4,0,0,0,0.0
408,2026-01-05,Irbid,Desktop,Instagram,Wallet,5,1,1,1,44.96
409,2026-02-08,Irbid,Desktop,Organic,Cash,2,0,0,0,0.0
410,2026-01-17,Zarqa,Mobile,Paid Ads,Cash,3,1,1,1,57.08
411,2026-01-29,Zarqa,Desktop,Email,Cash,3,1,0,0,0.0
412,2026-03-01,Amman,Desktop,Paid Ads,Wallet,1,1,1,1,56.94
413,2026-01-16,Irbid,Desktop,TikTok,Wallet,4,1,1,1,13.29
414,2026-02-28,Irbid,Desktop,Organic,Card,2,1,1,1,31.82
415,2026-02-27,Amman,Mobile,Email,Cash,3,1,1,1,13.71
416,2026-03-23,Aqaba,Mobile,Organic,Wallet,4,1,0,0,0.0
417,2026-01-26,Zarqa,Mobile,Organic,Wallet,3,0,0,0,0.0
418,2026-01-01,Zarqa,Mobile,Organic,Card,2,1,1,1,10.65
419,2026-02-08,Irbid,Desktop,TikTok,Cash,3,1,1,1,28.85
420,2026-01-25,Aqaba,Mobile,Paid Ads,Card,2,0,0,0,0.0
421,2026-01-17,Amman,Desktop,Instagram,Wallet,2,1,1,1,25.16
422,2026-03-21,Amman,Mobile,TikTok,Cash,1,1,1,1,50.99
423,2026-02-18,Amman,Desktop,TikTok,Wallet,1,1,1,1,43.24
424,2026-01-13,Amman,Mobile,Instagram,Card,5,1,1,1,50.69
425,2026-01-14,Irbid,Desktop,TikTok,Cash,4,1,1,1,33.77
426,2026-01-21,Aqaba,Desktop,Paid Ads,Card,1,1,0,0,0.0
427,2026-01-02,Aqaba,Mobile,Organic,Wallet,1,0,0,0,0.0
428,2026-01-10,Irbid,Desktop,Instagram,Cash,1,0,0,0,0.0
429,2026-03-01,Zarqa,Desktop,Organic,Card,1,1,1,1,20.98
430,2026-01-06,Irbid,Desktop,Instagram,Cash,1,0,0,0,0.0
431,2026-03-21,Amman,Desktop,Instagram,Card,3,0,0,0,0.0
432,2026-01-15,Aqaba,Desktop,Paid Ads,Card,4,1,1,1,42.94
433,2026-01-17,Irbid,Mobile,TikTok,Wallet,1,0,0,0,0.0
434,2026-03-03,Amman,Mobile,TikTok,Cash,5,1,1,1,24.72
435,2026-01-15,Irbid,Desktop,Email,Wallet,4,1,1,1,5.68
436,2026-03-30,Aqaba,Mobile,Email,Wallet,5,1,1,1,24.02
437,2026-01-07,Irbid,Mobile,TikTok,Cash,1,1,1,1,51.85
438,2026-01-31,Amman,Mobile,Email,Wallet,3,0,0,0,0.0
439,2026-02-18,Amman,Desktop,TikTok,Wallet,4,0,0,0,0.0
440,2026-02-27,Aqaba,Desktop,Organic,Cash,1,0,0,0,0.0
441,2026-03-25,Amman,Desktop,Email,Wallet,1,1,1,1,5.01
442,2026-01-27,Zarqa,Mobile,Paid Ads,Cash,4,0,0,0,0.0
443,2026-02-12,Aqaba,Desktop,TikTok,Card,5,0,0,0,0.0
444,2026-01-13,Zarqa,Mobile,Organic,Card,2,1,1,1,49.0
445,2026-03-05,Aqaba,Mobile,Instagram,Wallet,2,0,0,0,0.0
446,2026-01-26,Irbid,Desktop,Organic,Cash,2,1,1,1,50.35
447,2026-01-06,Aqaba,Mobile,TikTok,Card,5,1,0,0,0.0
448,2026-03-09,Irbid,Mobile,Paid Ads,Card,1,1,1,1,55.84
449,2026-02-19,Irbid,Desktop,TikTok,Cash,5,1,1,1,28.03
450,2026-02-07,Irbid,Desktop,Email,Wallet,4,0,0,0,0.0
451,2026-03-07,Zarqa,Mobile,Paid Ads,Card,3,0,0,0,0.0
452,2026-03-21,Irbid,Mobile,Email,Wallet,3,1,0,0,0.0
453,2026-03-30,Aqaba,Desktop,TikTok,Card,3,1,1,1,37.05
454,2026-03-08,Irbid,Desktop,Instagram,Card,1,1,1,1,15.99
455,2026-01-08,Irbid,Desktop,Paid Ads,Wallet,3,1,1,1,29.89
456,2026-03-31,Zarqa,Mobile,Organic,Wallet,3,1,1,1,27.91
457,2026-02-02,Zarqa,Mobile,Paid Ads,Cash,2,1,1,1,50.65
458,2026-02-27,Amman,Mobile,Paid Ads,Wallet,2,0,0,0,0.0
459,2026-03-07,Zarqa,Mobile,Instagram,Cash,1,1,1,1,12.15
460,2026-01-20,Zarqa,Desktop,Email,Wallet,1,1,1,1,56.28
461,2026-02-15,Zarqa,Mobile,Paid Ads,Wallet,1,0,0,0,0.0
462,2026-01-09,Irbid,Desktop,Instagram,Cash,5,1,1,1,24.22
463,2026-02-07,Aqaba,Mobile,Organic,Wallet,2,0,0,0,0.0
464,2026-02-14,Amman,Desktop,TikTok,Card,4,1,1,1,18.41
465,2026-02-19,Zarqa,Desktop,TikTok,Card,3,1,1,1,50.22
466,2026-02-07,Amman,Mobile,Paid Ads,Wallet,2,1,1,1,58.44
467,2026-03-22,Aqaba,Mobile,Paid Ads,Wallet,2,0,0,0,0.0
468,2026-03-31,Irbid,Mobile,TikTok,Wallet,4,1,0,0,0.0
469,2026-02-12,Irbid,Desktop,TikTok,Cash,1,1,1,1,35.69
470,2026-02-27,Amman,Mobile,Organic,Cash,4,1,1,1,34.42
471,2026-03-06,Aqaba,Desktop,TikTok,Wallet,1,1,1,1,20.48
472,2026-01-04,Zarqa,Mobile,Instagram,Wallet,4,1,1,1,48.82
473,2026-03-24,Amman,Mobile,Organic,Card,3,0,0,0,0.0
474,2026-01-01,Zarqa,Mobile,TikTok,Wallet,5,1,1,1,21.76
475,2026-03-07,Irbid,Mobile,Paid Ads,Wallet,2,1,1,0,0.0
476,2026-03-14,Aqaba,Mobile,Instagram,Wallet,1,0,0,0,0.0
477,2026-01-09,Irbid,Mobile,Organic,Cash,3,1,1,1,23.2
478,2026-03-21,Zarqa,Desktop,TikTok,Cash,1,0,0,0,0.0
479,2026-03-20,Aqaba,Mobile,Organic,Cash,3,1,1,1,49.42
480,2026-02-01,Zarqa,Desktop,TikTok,Cash,2,1,1,1,24.77
481,2026-02-15,Zarqa,Mobile,Email,Card,3,1,1,1,9.51
482,2026-02-03,Amman,Desktop,Email,Card,1,1,0,0,0.0
483,2026-01-05,Aqaba,Mobile,Instagram,Cash,5,1,0,0,0.0
484,2026-01-29,Aqaba,Desktop,Email,Card,5,1,1,1,33.07
485,2026-03-26,Irbid,Mobile,TikTok,Card,2,0,0,0,0.0
486,2026-01-23,Irbid,Desktop,Instagram,Card,5,0,0,0,0.0
487,2026-01-29,Zarqa,Desktop,TikTok,Cash,4,1,1,1,41.77
488,2026-01-06,Zarqa,Mobile,Email,Wallet,1,0,0,0,0.0
489,2026-02-05,Amman,Desktop,TikTok,Card,3,1,1,1,25.82
490,2026-03-08,Amman,Mobile,TikTok,Card,4,1,1,1,31.52
491,2026-01-30,Amman,Mobile,TikTok,Cash,1,1,1,1,13.65
492,2026-01-15,Aqaba,Mobile,Paid Ads,Card,4,1,1,1,40.6
493,2026-01-17,Irbid,Mobile,Paid Ads,Cash,5,1,1,1,53.99
494,2026-01-24,Amman,Desktop,Organic,Card,5,0,0,0,0.0
495,2026-02-27,Aqaba,Mobile,Paid Ads,Cash,5,0,0,0,0.0
496,2026-03-18,Irbid,Desktop,Paid Ads,Wallet,2,0,0,0,0.0
497,2026-03-29,Amman,Mobile,TikTok,Cash,3,0,0,0,0.0
498,2026-01-17,Irbid,Mobile,Paid Ads,Cash,1,1,1,1,42.64
499,2026-03-20,Aqaba,Mobile,Email,Wallet,5,1,1,1,11.46
500,2026-01-01,Irbid,Desktop,TikTok,Cash,4,1,1,1,34.14
501,2026-03-17,Amman,Desktop,Email,Wallet,5,1,1,1,17.79
502,2026-02-22,Amman,Mobile,TikTok,Wallet,3,1,1,1,36.79
503,2026-01-27,Zarqa,Desktop,Email,Cash,3,1,1,1,37.2
504,2026-03-20,Aqaba,Mobile,TikTok,Wallet,3,0,0,0,0.0
505,2026-03-13,Zarqa,Desktop,Paid Ads,Wallet,4,1,1,1,59.37
506,2026-01-16,Aqaba,Desktop,Email,Wallet,2,1,1,1,16.8
507,2026-03-31,Amman,Mobile,Paid Ads,Cash,1,1,0,0,0.0
508,2026-03-18,Aqaba,Desktop,Email,Wallet,4,1,1,1,38.5
509,2026-03-08,Irbid,Desktop,TikTok,Card,3,1,1,0,0.0
510,2026-01-26,Irbid,Mobile,Organic,Cash,5,1,1,1,33.37
511,2026-01-31,Amman,Desktop,TikTok,Cash,1,0,0,0,0.0
512,2026-03-27,Amman,Desktop,Email,Wallet,4,1,1,1,43.7
513,2026-02-14,Zarqa,Mobile,Email,Card,3,0,0,0,0.0
514,2026-02-28,Amman,Desktop,Instagram,Card,4,1,1,1,10.86
515,2026-03-07,Zarqa,Desktop,TikTok,Wallet,3,0,0,0,0.0
516,2026-03-03,Aqaba,Desktop,Email,Card,2,0,0,0,0.0
517,2026-03-03,Irbid,Mobile,Instagram,Cash,1,1,1,0,0.0
518,2026-02-15,Aqaba,Desktop,Organic,Wallet,5,1,1,1,20.8
519,2026-01-23,Irbid,Desktop,Paid Ads,Card,4,1,1,1,15.05
520,2026-01-31,Irbid,Mobile,Organic,Card,3,1,1,1,39.02
521,2026-03-28,Aqaba,Desktop,Email,Cash,4,1,1,1,7.32
522,2026-03-05,Aqaba,Mobile,Email,Cash,5,0,0,0,0.0
523,2026-02-20,Irbid,Mobile,Email,Cash,2,0,0,0,0.0
524,2026-03-03,Irbid,Desktop,Organic,Wallet,5,1,1,0,0.0
525,2026-03-08,Amman,Desktop,Instagram,Wallet,4,1,1,1,25.87
526,2026-02-03,Zarqa,Mobile,TikTok,Cash,2,1,1,1,38.72
527,2026-01-27,Irbid,Mobile,Email,Wallet,4,1,1,1,20.38
528,2026-01-30,Irbid,Mobile,Paid Ads,Cash,1,1,1,1,52.1
529,2026-01-02,Zarqa,Desktop,Instagram,Cash,2,1,1,1,39.69
530,2026-03-13,Zarqa,Desktop,Organic,Cash,5,1,1,1,16.85
531,2026-02-12,Amman,Desktop,Organic,Cash,3,1,1,1,19.17
532,2026-03-28,Zarqa,Desktop,Instagram,Wallet,5,1,1,1,14.6
533,2026-03-07,Aqaba,Mobile,TikTok,Wallet,4,0,0,0,0.0
534,2026-02-06,Zarqa,Desktop,Email,Wallet,4,1,1,1,49.42
535,2026-02-21,Zarqa,Desktop,Instagram,Cash,1,1,1,1,40.92
536,2026-02-16,Irbid,Mobile,Instagram,Wallet,5,1,1,1,51.98
537,2026-03-31,Aqaba,Mobile,Organic,Cash,1,1,1,1,56.52
538,2026-03-09,Aqaba,Desktop,Paid Ads,Card,1,1,1,1,56.24
539,2026-02-06,Zarqa,Desktop,TikTok,Cash,4,1,1,1,6.57
540,2026-03-11,Irbid,Desktop,Email,Cash,3,1,1,0,0.0
541,2026-03-09,Aqaba,Desktop,Instagram,Cash,5,1,1,1,49.26
542,2026-02-03,Zarqa,Desktop,TikTok,Wallet,2,1,1,1,51.64
543,2026-01-02,Aqaba,Desktop,Organic,Cash,4,0,0,0,0.0
544,2026-02-07,Aqaba,Desktop,Paid Ads,Card,5,1,1,1,27.65
545,2026-03-24,Irbid,Desktop,Organic,Cash,4,0,0,0,0.0
546,2026-03-22,Zarqa,Desktop,Email,Cash,2,1,1,1,43.17
547,2026-02-22,Irbid,Mobile,Instagram,Card,2,0,0,0,0.0
548,2026-03-23,Amman,Mobile,Organic,Wallet,4,1,1,1,15.33
549,2026-01-03,Zarqa,Desktop,Paid Ads,Wallet,2,0,0,0,0.0
550,2026-02-26,Zarqa,Desktop,Instagram,Cash,1,1,1,1,23.81
551,2026-03-31,Amman,Desktop,TikTok,Card,1,1,1,0,0.0
552,2026-03-11,Zarqa,Desktop,Organic,Card,4,1,0,0,0.0
553,2026-02-01,Aqaba,Mobile,Organic,Card,4,0,0,0,0.0
554,2026-02-28,Aqaba,Desktop,Instagram,Cash,1,1,0,0,0.0
555,2026-01-21,Zarqa,Mobile,Instagram,Card,1,1,1,1,31.47
556,2026-03-27,Irbid,Desktop,Instagram,Card,2,0,0,0,0.0
557,2026-01-22,Aqaba,Mobile,Instagram,Card,3,1,1,1,58.29
558,2026-02-01,Amman,Mobile,Instagram,Wallet,2,1,1,1,58.33
559,2026-01-20,Irbid,Desktop,Paid Ads,Cash,5,0,0,0,0.0
560,2026-03-13,Aqaba,Mobile,Organic,Wallet,3,0,0,0,0.0
561,2026-02-18,Zarqa,Desktop,Paid Ads,Wallet,3,1,1,1,43.86
562,2026-01-24,Irbid,Mobile,Email,Card,5,1,1,1,50.72
563,2026-02-27,Zarqa,Desktop,Organic,Wallet,3,0,0,0,0.0
564,2026-03-06,Zarqa,Mobile,Instagram,Wallet,4,1,0,0,0.0
565,2026-01-09,Irbid,Desktop,Email,Card,5,0,0,0,0.0
566,2026-03-20,Amman,Mobile,Paid Ads,Card,3,1,1,1,33.78
567,2026-01-05,Aqaba,Desktop,Email,Wallet,2,1,1,1,40.3
568,2026-03-31,Irbid,Desktop,Organic,Cash,5,1,1,1,8.9
569,2026-03-23,Zarqa,Mobile,Email,Cash,1,1,1,0,0.0
570,2026-03-09,Amman,Mobile,Paid Ads,Wallet,1,1,1,1,16.87
571,2026-02-19,Aqaba,Mobile,Email,Cash,2,1,1,1,57.11
572,2026-03-28,Aqaba,Desktop,Paid Ads,Wallet,4,1,1,1,48.59
573,2026-03-18,Zarqa,Desktop,Instagram,Cash,4,0,0,0,0.0
574,2026-03-23,Zarqa,Mobile,Email,Wallet,4,0,0,0,0.0
575,2026-01-28,Zarqa,Desktop,TikTok,Cash,4,0,0,0,0.0
576,2026-02-20,Amman,Mobile,Instagram,Card,1,1,0,0,0.0
577,2026-02-08,Zarqa,Mobile,Organic,Card,2,1,1,1,56.88
578,2026-02-28,Zarqa,Desktop,Organic,Wallet,3,1,1,1,18.74
579,2026-02-21,Amman,Desktop,TikTok,Card,5,0,0,0,0.0
580,2026-03-04,Amman,Desktop,Organic,Wallet,5,0,0,0,0.0
581,2026-03-15,Zarqa,Desktop,TikTok,Card,4,1,1,0,0.0
582,2026-01-30,Aqaba,Mobile,Instagram,Wallet,5,0,0,0,0.0
583,2026-01-06,Amman,Desktop,TikTok,Wallet,3,1,1,1,17.14
584,2026-03-15,Irbid,Mobile,Instagram,Card,5,1,1,0,0.0
585,2026-03-02,Aqaba,Mobile,Paid Ads,Cash,5,1,1,1,26.92
586,2026-03-13,Irbid,Mobile,Organic,Cash,2,1,1,1,38.88
587,2026-02-25,Zarqa,Desktop,Paid Ads,Cash,3,1,1,1,27.75
588,2026-02-14,Aqaba,Mobile,TikTok,Card,5,1,1,1,24.23
589,2026-01-30,Amman,Mobile,Email,Card,2,1,1,1,9.72
590,2026-02-06,Zarqa,Mobile,Email,Card,1,1,1,1,30.92
591,2026-01-27,Irbid,Mobile,TikTok,Wallet,5,1,1,1,45.15
592,2026-03-26,Zarqa,Mobile,TikTok,Wallet,5,1,1,1,48.41
593,2026-01-02,Amman,Mobile,Instagram,Wallet,1,1,1,1,41.31
594,2026-02-19,Amman,Desktop,TikTok,Wallet,2,0,0,0,0.0
595,2026-03-10,Amman,Mobile,Paid Ads,Wallet,1,1,1,1,55.95
596,2026-02-09,Zarqa,Desktop,Paid Ads,Wallet,3,1,1,1,42.64
597,2026-02-05,Amman,Desktop,Paid Ads,Card,1,1,1,1,49.82
598,2026-02-13,Irbid,Desktop,Paid Ads,Wallet,4,1,1,1,57.83
599,2026-01-20,Zarqa,Desktop,Email,Card,4,0,0,0,0.0
600,2026-01-27,Irbid,Desktop,Paid Ads,Wallet,2,1,1,1,12.6
601,2026-03-14,Amman,Mobile,Instagram,Card,2,1,1,0,0.0
602,2026-01-04,Aqaba,Desktop,Instagram,Cash,3,0,0,0,0.0
603,2026-03-23,Zarqa,Mobile,Email,Card,3,1,1,1,6.44
604,2026-01-30,Aqaba,Desktop,Paid Ads,Cash,1,1,1,1,32.63
605,2026-03-04,Amman,Desktop,TikTok,Card,4,1,1,1,47.05
606,2026-03-27,Amman,Mobile,TikTok,Wallet,2,0,0,0,0.0
607,2026-03-04,Irbid,Desktop,TikTok,Card,3,0,0,0,0.0
608,2026-03-19,Amman,Mobile,TikTok,Cash,4,1,1,0,0.0
609,2026-01-06,Amman,Mobile,Instagram,Cash,2,1,1,1,35.67
610,2026-02-20,Zarqa,Desktop,Paid Ads,Cash,3,0,0,0,0.0
611,2026-02-07,Irbid,Desktop,TikTok,Card,5,0,0,0,0.0
612,2026-03-06,Irbid,Desktop,TikTok,Cash,1,1,1,0,0.0
613,2026-02-27,Aqaba,Mobile,Instagram,Cash,1,1,1,1,16.11
614,2026-03-30,Zarqa,Mobile,Email,Wallet,2,1,1,1,29.72
615,2026-02-19,Irbid,Desktop,Email,Wallet,5,1,1,1,7.41
616,2026-01-20,Irbid,Mobile,TikTok,Cash,2,0,0,0,0.0
617,2026-02-09,Amman,Desktop,Organic,Cash,4,1,1,1,57.82
618,2026-03-05,Irbid,Mobile,Email,Wallet,4,1,1,0,0.0
619,2026-03-02,Zarqa,Mobile,Organic,Card,4,1,1,1,18.46
620,2026-01-19,Zarqa,Desktop,Organic,Card,1,1,1,1,41.68
621,2026-01-14,Irbid,Desktop,Email,Wallet,4,0,0,0,0.0
622,2026-03-30,Zarqa,Mobile,Organic,Cash,5,1,1,0,0.0
623,2026-02-11,Amman,Desktop,Email,Card,3,0,0,0,0.0
624,2026-02-07,Irbid,Mobile,Email,Card,4,1,1,1,33.99
625,2026-01-14,Aqaba,Desktop,TikTok,Wallet,5,1,1,0,0.0
626,2026-02-10,Zarqa,Mobile,Email,Wallet,3,1,0,0,0.0
627,2026-03-05,Irbid,Desktop,Paid Ads,Card,5,1,1,0,0.0
628,2026-01-16,Aqaba,Desktop,Organic,Cash,1,1,1,1,16.4
629,2026-02-14,Irbid,Mobile,Paid Ads,Wallet,5,0,0,0,0.0
630,2026-02-06,Zarqa,Desktop,Email,Wallet,3,0,0,0,0.0
631,2026-02-11,Amman,Mobile,Paid Ads,Cash,1,1,1,1,36.29
632,2026-02-13,Amman,Mobile,TikTok,Card,4,0,0,0,0.0
633,2026-03-22,Zarqa,Desktop,TikTok,Wallet,4,0,0,0,0.0
634,2026-01-08,Irbid,Desktop,Instagram,Card,5,1,1,1,34.47
635,2026-01-20,Zarqa,Desktop,Email,Card,3,0,0,0,0.0
636,2026-03-15,Zarqa,Desktop,Organic,Cash,5,1,1,0,0.0
637,2026-02-22,Irbid,Desktop,Paid Ads,Card,1,1,1,1,57.29
638,2026-02-17,Amman,Desktop,Email,Card,1,0,0,0,0.0
639,2026-03-03,Zarqa,Desktop,Paid Ads,Card,5,1,1,1,53.06
640,2026-03-08,Amman,Mobile,Instagram,Card,2,1,1,1,52.56
641,2026-03-29,Zarqa,Desktop,Organic,Card,5,0,0,0,0.0
642,2026-03-08,Irbid,Mobile,Instagram,Cash,3,1,1,1,16.54
643,2026-03-10,Amman,Desktop,Paid Ads,Card,3,0,0,0,0.0
644,2026-02-05,Zarqa,Desktop,Instagram,Card,1,1,1,1,16.36
645,2026-02-06,Aqaba,Mobile,Paid Ads,Card,5,1,1,1,23.63
646,2026-03-02,Aqaba,Desktop,Instagram,Cash,1,1,1,1,14.84
647,2026-01-26,Aqaba,Mobile,Organic,Wallet,5,1,0,0,0.0
648,2026-03-01,Irbid,Mobile,Paid Ads,Wallet,1,1,1,1,30.6
649,2026-02-03,Zarqa,Desktop,TikTok,Card,3,1,1,1,48.38
650,2026-01-09,Zarqa,Mobile,Email,Card,4,1,1,1,20.52
651,2026-02-21,Aqaba,Desktop,Paid Ads,Wallet,1,1,1,1,34.3
652,2026-02-01,Aqaba,Desktop,Email,Cash,5,1,1,1,16.45
653,2026-03-11,Aqaba,Mobile,Email,Wallet,2,1,1,0,0.0
654,2026-03-01,Amman,Mobile,Email,Cash,3,1,1,1,57.57
655,2026-02-11,Amman,Mobile,Paid Ads,Cash,4,1,1,1,12.64
656,2026-03-10,Zarqa,Desktop,Email,Wallet,3,1,1,1,42.48
657,2026-02-08,Amman,Mobile,Email,Wallet,4,1,0,0,0.0
658,2026-02-21,Amman,Desktop,Email,Card,2,0,0,0,0.0
659,2026-01-01,Zarqa,Mobile,Instagram,Card,5,0,0,0,0.0
660,2026-01-31,Aqaba,Desktop,Email,Card,4,1,1,1,26.05
661,2026-03-26,Aqaba,Mobile,Instagram,Wallet,2,1,1,1,55.85
662,2026-01-17,Aqaba,Mobile,Organic,Card,2,1,1,1,53.67
663,2026-03-24,Aqaba,Mobile,TikTok,Wallet,4,0,0,0,0.0
664,2026-02-24,Aqaba,Desktop,Paid Ads,Card,5,0,0,0,0.0
665,2026-02-24,Zarqa,Desktop,Email,Wallet,5,1,1,1,44.17
666,2026-02-16,Aqaba,Desktop,Organic,Wallet,1,0,0,0,0.0
667,2026-03-03,Zarqa,Desktop,Email,Card,1,1,1,0,0.0
668,2026-03-08,Amman,Desktop,Email,Card,5,1,1,0,0.0
669,2026-02-13,Aqaba,Desktop,Email,Cash,5,0,0,0,0.0
670,2026-03-15,Zarqa,Desktop,Paid Ads,Card,3,1,0,0,0.0
671,2026-03-30,Aqaba,Mobile,Email,Card,5,1,1,1,8.38
672,2026-03-26,Amman,Desktop,TikTok,Card,3,0,0,0,0.0
673,2026-01-17,Zarqa,Desktop,Organic,Wallet,5,1,1,1,38.87
674,2026-01-15,Irbid,Desktop,Paid Ads,Cash,5,1,1,1,29.57
675,2026-01-24,Zarqa,Mobile,Paid Ads,Wallet,5,0,0,0,0.0
676,2026-01-20,Aqaba,Desktop,Paid Ads,Wallet,4,0,0,0,0.0
677,2026-02-26,Amman,Mobile,Paid Ads,Cash,2,1,1,1,40.32
678,2026-02-21,Aqaba,Desktop,TikTok,Cash,4,1,1,1,34.29
679,2026-01-19,Amman,Desktop,TikTok,Cash,5,0,0,0,0.0
680,2026-03-28,Amman,Mobile,Email,Wallet,3,0,0,0,0.0
681,2026-02-15,Amman,Desktop,Email,Cash,4,1,1,1,19.87
682,2026-03-01,Irbid,Desktop,Email,Card,2,1,1,1,23.56
683,2026-03-28,Amman,Desktop,Organic,Wallet,1,0,0,0,0.0
684,2026-01-14,Amman,Mobile,Email,Wallet,4,1,1,1,6.87
685,2026-01-28,Irbid,Desktop,Email,Card,5,1,1,1,52.1
686,2026-01-15,Zarqa,Desktop,Instagram,Cash,2,1,1,1,40.13
687,2026-01-21,Zarqa,Desktop,Paid Ads,Cash,1,1,1,1,59.78
688,2026-01-09,Irbid,Desktop,Paid Ads,Wallet,4,0,0,0,0.0
689,2026-03-04,Aqaba,Desktop,Organic,Card,1,1,1,1,40.38
690,2026-01-10,Irbid,Mobile,Organic,Wallet,1,1,1,1,54.31
691,2026-02-19,Aqaba,Desktop,TikTok,Cash,3,1,1,1,5.2
692,2026-01-09,Amman,Desktop,Instagram,Wallet,5,1,1,1,47.89
693,2026-02-08,Amman,Desktop,Email,Cash,4,1,0,0,0.0
